    816224    814013    814044
    816228    814001    814026
    816230    814013    814062
    816232    814001    814046
    816236    814001    814028
    816238    814001    814060
    817506    106084    701010
    817508    106084    712638
    817510    106084    702326
    817512    106168    713812
    817516    106011    701036
    817518    106087    702220
    817524    815131    815188
    817526    106095    712449
    817530    106168    713900
    817538    106148    702345
    817544    814021    815128
    817550    106012    701174
    817552    106168    713840
    817556    814025    814010
    817558    106148    712427
    817560    106148    702207
    817562    106012    701140
    817564    106148    702303
    817580    106148    701042
    817584    106168    713824
    817586    106116    713876
    817592    106006    702279
    817596    106087    702289
    817600    814013    814048
    817602    106168    713830
    817604    106001    701100
    817606    106006    712571
    817608    106011    702231
    817610    106011    701103
    817612    106116    713954
    817620    106011    701018
    817622    106001    701063
    817624    814007    814006
    817626    106116    713922
    817628    814007    814002
    817632    106137    713834
    817638    106148    702377
    817640    106012    701170
    817644    814021    814038
    817650    106011    702259
    817654    106148    702277
    817656    106001    712510
    817658    106001    712414
    817660    106001    712656
    817662    106001    712433
    817668    814013    814058
    817670    106087    712642
    817674    106148    712628
    817676    106011    702329
    817678    815131    815062
    817680    106168    713898
    817682    106024    702335
    817684    106012    702224
    817686    106148    701019
    817688    106116    713706
    817690    106006    702356
    817692    106024    702385
    817696    814013    815092
    817698    815037    815032
    817700    814019    815120
    817702    106137    713856
    817704    106087    712518
    817706    106011    712474
    817710    106006    702342
    817712    106084    712592
    817716    106137    713948
    817720    106011    712460
    817722    106011    712470
    817728    106116    713810
    817734    106024    701120
    817744    106148    702272
    817746    106087    702214
    817748    106011    712462
    817750    814019    815132
    818502    106963    702224
    818504    815131    815008
    818506    106123    712474
    818508    106011    712427
    818510    106011    702356
    818512    106123    702222
    818518    106123    712636
    818520    816039    816158
    818522    106006    702220
    818524    106001    702310
    818526    106137    702342
    818530    106011    702371
    818532    106006    702282
    818536    106006    712628
    818540    816043    816122
    818544    816043    816020
    818546    815131    815196
    818550    815131    815230
    818554    816039    816202
    818556    816031    816030
    818558    106963    712517
    818562    106011    712656
    818566    815187    815106
    818568    815131    815046
    818570    106006    702268
    818572    815187    815006
    818574    815251    814040
    818576    815131    815028
    818580    816039    816016
    818582    815131    815206
    818588    815187    815070
    818594    815187    815224
    818596    815187    815204
    818598    106963    702332
    818600    106006    712518
    818602    815187    815114
    818608    815125    815202
    818610    816183    816060
    818612    106011    712582
    818614    815131    815034
    818616    815187    815018
    818618    815131    815074
    818620    815131    815220
    818622    815187    815126
    818624    815187    815118
    818628    815251    814044
    818630    815251    814024
    818632    816039    816232
    818634    815251    814038
    818636    815187    815102
    818638    815251    814014
    818640    816039    816080
    818642    815251    814034
    818646    106137    712412
    818650    106123    712558
    818656    815251    814002
    818658    816039    816182
    818660    816043    816028
    818664    815125    815184
    818666    815251    814004
    818668    815251    814006
    818670    816031    816178
    818672    106137    712504
    818674    816183    816210
    818676    816039    816224
    818682    815125    815010
    818684    815187    815136
    818686    816183    816086
    818688    816031    816228
    818692    106123    702339
    818694    815187    815124
    818696    815125    815062
    818700    816039    816044
    818704    816183    816126
    818708    106011    702259
    818710    106137    712638
    818716    816043    816238
    818718    106001    712510
    819502    816239    817550
    819504    816239    817670
    819506    816049    814058
    819510    816201    815216
    819512    816143    815130
    819514    816071    816030
    819516    816231    817622
    819520    816143    814020
    819524    816239    817650
    819526    816143    814026
    819530    816231    817516
    819532    816071    816122
    819534    816143    814048
    819536    816053    817584
    819538    816053    817626
    819540    816231    817530
    819546    816053    817640
    819550    816207    816020
    819554    816239    817602
    819556    816143    815104
    819558    816143    814054
    819560    816239    817624
    819562    816201    815202
    819564    816201    815184
    819566    816239    817728
    819568    816143    814032
    819570    816049    815124
    819576    816049    814034
    819580    816231    817688
    819582    816201    815246
    819584    816143    815012
    819586    816053    817684
    819592    816023    815010
    819594    816023    815060
    819596    816049    815106
    819600    816023    815068
    819604    816023    815114
    819606    816023    814060
    819608    816231    817552
    819610    816201    815182
    819612    816239    817632
    819614    816023    814024
    819616    816023    814018
    819618    816207    816004
    819628    816207    816098
    819632    816023    815040
    820502    817569    816232
    820506    817529    817734
    820516    817547    814038
    820522    817569    816062
    820526    817601    818526
    820528    817547    814062
    820532    817609    817544
    820534    817583    815192
    820542    817609    817674
    820544    817577    815012
    820548    817601    818630
    820550    817655    818624
    820552    817529    817518
    820558    817547    814030
    820564    817583    815210
    820566    817547    814018
    820568    817583    815238
    820570    817577    815156
    820576    817547    814028
    820578    817625    815168
    820586    817569    816042
    820590    817609    817684
    820594    817577    815108
    820598    817583    815186
    820600    817583    815136
    820602    817583    815224
    820604    817609    817610
    820606    817583    815118
    820608    817625    815062
    820612    817583    815106
    820614    817569    816114
    820616    817577    815102
    820628    817577    815142
    820636    817581    816136
    820638    817667    817696
    820644    817577    816060
    820648    817667    817710
    820650    817547    814034
    820656    817667    817530
    820658    817577    815006
    820664    817667    817580
    820668    817577    815048
    820672    817583    815082
    820674    817609    817660
    820678    817625    815040
    820680    817621    818556
    820684    817609    817690
    820688    817577    815184
    820690    817569    816120
    820692    817667    817560
    820694    817601    818540
    820700    817655    818576
    820708    817655    818656
    820710    817621    818532
    820716    817655    818688
    820718    817601    818574
    820724    817547    814014
    820730    817621    818524
    821502         0    819568
    821508    818543    815118
    821512    818709    815192
    821516    818673    817562
    821518    818587    817706
    821520    818587    814018
    821522    818709    814020
    821528    818587    816182
    821530    818543    815238
    821532    818573    816006
    821534    818543    814032
    821536    818647    819510
    821538    818587    817682
    821544    818701    816058
    821546    818673    816010
    821554    818543    817744
    821556    818647    819514
    821562    818543    817622
    821564    818557    815146
    821570    818587    816142
    821572    818687    818634
    821574    818567    815202
    821580    818673    815070
    821584    818701    817702
    821586    818567    817640
    821588    818543    816028
    821590    818567    815108
    821594    818647    819504
    821596    818543    817524
    821598    818687    818650
    821602    818587    817658
    821612    818557    814052
    821614    818597    818618
    821616    818543    815184
    821618    818573    815196
    821622    818543    815012
    821628    818587    815154
    821634    818543    816050
    821636    818703    819560
    821638    818557    817734
    821642    818703    819556
    821644    818703    819618
    821670    818647    819576
    821674    818687    818506
    821676    818687    818624
    821678    818687    818666
    821686    818687    818536
    821696    818673    815204
    821702    818687    818562
    821704    818701    815058
    821720    818687    818572
    821726    818597    818692
    821728    818597    818628
    821736    818701    816228
    814013    106161    701134
    814006    106153    701046
    814044    106161    701058
    814001    106153    701021
    814026    106246    701054
    814062    106153    701004
    814046    106153    701057
    814028    106161    701143
    814060    106077    701042
    713812         0    207134
    815131    106166    701061
    815188    703087    201122
    713900         0    207098
    814021    106148    701128
    815128    703166    702339
    713840         0    207023
    814025    106077    701158
    814010    106148    701024
    713824         0    207082
    713876         0    207008
    814048    106153    701140
    713830         0    207333
    713954         0    207347
    814007    106161    701144
    713922         0    207090
    814002    106166    701101
    713834         0    207158
    814038    106166    701017
    814058    106153    701026
    713898         0    207065
    815092    703001    201008
    815037    106148    701003
    815032    703153    202300
    814019    106148    701028
    815120    703153    702335
    713856         0    207044
    713948         0    207137
    713810         0    207017
    815132    703006    702314
    816039    703153    812567
    816043    703153    801107
    816031    703148    801105
    815187    106161    701005
    815251    106161    701115
    814040    106246    701022
    815125    106153    702236
    816183    703153    801134
    814024    106166    701050
    814014    106166    701019
    814034    106153    701002
    814004    106148    701064
    816239    814013    814034
    816049    703161    802212
    816201    703153    802335
    816143    703084    812628
    816071    703084    812485
    816231    814013    814020
    814020    106166    701056
    816053    703077    801133
    816207    703087    802369
    814054    106246    701102
    814032    106246    701061
    816023    703012    802204
    814018    106246    701105
    817569    106148    701156
    817529    106168    713802
    817547    106001    712442
    817601    106116    713868
    817609    106001    701026
    817583    106087    701014
    817577    106001    701107
    817655    814013    815022
    814030    106153    701153
    817625    106012    701106
    817581    106148    702325
    817667    106024    702369
    817621    106001    702367
    818543    106011    702347
    818709    816031    816120
    818673    816031    816114
    818587    815187    815036
    818573    815187    815232
    818647    815251    814026
    818701    106006    712433
    818557    815131    815108
    818687    815125    815060
    818567    815187    815004
    814052    106246    701023
    818597    106001    712571
    818703    816039    816144
